start,end,chr,gene
8772522,8786417,19,225895
122775486,122817880,8,257633
21091291,21150323,11,67245
55170159,55226782,1,74013
97560742,97610203,3,68058
41742611,41803320,3,73852
20148471,20281590,10,17761
142892752,142931128,7,21823
62525369,62547993,4,214106
116995679,117082449,8,76645
106651069,106655282,4,230577
83077869,83080855,6,69837
75232020,75305451,9,208943
20122084,20155317,3,27357
70937857,70964718,12,56444
121530780,121544320,8,76405
90227166,90366577,5,81702
11343404,11459644,10,13853
8098211,8165117,14,218699
19356014,19359483,7,70333
40471352,40484700,6,381760
63992506,64035025,14,271209
79915807,79971119,15,52609
25897620,25926624,7,13088
107134155,107179116,4,66526
24586741,24594556,5,100910
19344778,19356524,7,13870
121116171,121118895,8,14234
25689812,25705825,5,57434
125247190,125258608,2,110074
28692080,28699727,2,69987
120578633,120589304,8,272551
109798676,109865679,7,56788
110361754,110448503,5,381668
92441314,92506833,5,12492
13784059,13827896,13,14706
50634633,50659780,9,235339
59956804,59960710,4,17843
6979652,7041619,X,209091
104547286,105034544,9,74020
88118769,88135110,8,382030
90904740,90911626,2,67136
33310311,33502614,4,24018
152004582,152016295,X,66611
122578242,122611463,8,50917
136624901,136630053,1,226442
44532746,44548849,7,18971
33324077,33335370,13,20709
32244810,32696341,15,20356
34143307,34151553,17,15000
73183673,73325822,14,19645
33938821,33940343,17,14976
79996494,80015572,10,27403
32142785,32165594,16,224109
4375491,4575553,15,239318
115839198,115879250,4,17346
58994256,59136402,11,380698
80377756,80387946,7,14159
11414105,11975901,1,320492
24462484,24475968,7,18793
8925593,9004723,3,21985
48789003,48827440,7,243983
90894634,90904827,2,68349
30666777,30674830,5,12615
46329007,46330345,X,73360
124127339,124135910,X,100038941
121949750,122029258,8,53325
3517523,3540612,11,29856
79891659,79915906,15,80287
73033981,73037103,X,385377
62548911,62661366,18,328971
154559407,154569892,2,13555
102936757,102938609,15,15421
44147637,44192442,19,329064
33395761,33405285,13,544923
67009189,67096945,10,28193
62268855,62379908,10,15275
42123273,42129059,19,69534
10170226,10174911,16,68172
38997476,39006168,2,76646
59964294,60007274,4,620807
68921835,68927081,11,252868
35400179,35463231,2,14594
90035337,90042214,2,258340
73237895,73243294,14,67168
23418361,23423866,13,30946
5185793,5193743,14,666750
53809606,53903965,5,67249
73123037,73207843,14,105670
69573108,69592340,5,67980
102954427,102957708,15,109663
90049380,90063594,2,57272
23785183,23787275,10,20042
62607539,62741387,18,100038417
27515157,27536535,2,140858
82358044,82395268,3,213582
64075438,64090162,14,71037
39001580,39005624,2,66489
84370905,84440597,10,77976
71258738,72351069,18,13176
7832470,7870396,10,237256
50210890,50235103,11,103534
43265582,43289320,6,54324
24294794,24555872,19,18719
13407849,13414540,19,258690
39005348,39015877,2,74192
64086234,64097678,14,100504162
34984761,34986436,12,75456
28948919,28953713,13,20677
19462837,19553914,2,70909
89404355,89413134,7,14366
86542994,86582629,1,18582
132853501,132884509,4,100226
54979108,55033445,11,11749
60526185,60558766,18,67665
106143204,106160493,X,279572
58323466,58424691,10,110829
158082891,158562221,3,242274
4902917,5165661,6,243725
7905653,7956230,10,68652
105642978,105687657,9,75669
9191942,9684259,11,268379
31260375,31323896,14,110084
56269319,56276786,17,106759
27334264,27342574,12,20666
75037058,75054748,10,76877
44142976,44234049,9,12402
67774608,67789898,11,544792
21265293,21277772,9,235040
112717971,112947266,6,259302
38972313,38979861,9,258433
94358960,94566317,13,11774
22375551,22398597,8,18408
90116187,90121412,2,258339
40290790,40316903,Y,100039032
40290790,40316903,Y,100862020
40290790,40316903,Y,100862114
51852120,51878300,Y,100861691
51852120,51878300,Y,108168558
16553495,16620152,5,15234
121459528,121532404,3,213603
31698768,31830651,14,105522
57320983,57324633,8,15111
41768770,41775177,6,258569
142966829,142969264,7,17173
23456992,23465901,13,12231
56731787,56793346,X,14199
152016428,152062694,X,24061
2599099,2599434,Y,547210
21273457,21287969,9,215194
26999710,27007336,9,77862
37843601,37935476,18,13367
154585758,154603708,2,59038
27042555,27056132,8,114863
75431732,75439591,11,18816
162961992,162964599,X,12309
61000179,61005959,13,26898
80843599,80913660,3,14658
13443409,13451527,19,258231
67798187,67816002,11,68460
84373857,84409029,12,12499
127729413,127767978,1,266645
17812633,17815663,7,67084
92555069,92591279,5,384198
111448797,111522092,8,319481
122885685,122898618,9,382118
27007771,27030065,9,69091
38013173,38018815,X,436199
90136273,90142296,2,18331
55170626,55175043,6,21743
143005046,143019644,7,27027
13453280,13456086,19,258685
38038199,38043114,X,194735
157135182,157412595,1,226525
77763246,77865980,11,360013
75715322,75741549,Y,100040712
75715322,75741549,Y,100861691
82764345,82765935,11,66983
3945007,3976632,16,268857
94071622,94072644,3,100042761
53566861,53672720,17,18519
12261032,12270387,19,258681
191906767,191913247,1,22782
35047186,35147479,12,217463
89507783,89527187,7,76453
12247241,12268269,7,171244
64803388,64832901,5,16599
70190811,70231488,12,110095
55203383,55320222,6,330323
83086367,83088243,6,16815
75214228,75219865,1,22145
99345376,99353239,7,12406
53464546,53575907,18,225518
2662471,2663658,Y,21674
5437827,5479143,5,381716
83109040,83109939,6,68499
106187100,106203699,X,18655
121734479,121768475,7,20278
27730651,28025848,15,223435
48120823,48281575,14,93834
49584506,49597876,4,67063
83101601,83108394,6,243510
73064787,73068191,X,245468
8204756,8518825,10,338362
59653483,60605531,16,13840
42147400,42151703,19,277010
28700164,28813165,2,68870
157097533,157135265,2,56045
75210838,75215606,1,20872
28437795,28552399,12,68511
25759997,25850688,5,242894
41135743,41193380,4,67615
73074345,73082478,X,434794
105053239,105079888,9,94062
121670762,121682982,3,619318
72654845,72674964,10,52696
85806972,85811697,15,72355
92603041,92606579,5,52331
78037931,78060434,11,14252
89939481,89963508,3,54667
78186725,78244641,10,216131
5861482,5870394,13,23849
34153072,34160230,17,14999
127774164,127808061,1,72949
69670120,69684230,2,228003
28555795,28563403,2,12613
125707888,125874793,7,233865
174248514,174252061,1,258710
94328001,94341841,11,71452
23068167,23115558,2,74159
96670131,96691032,3,213121
46650337,46664364,17,66515
37425554,37440644,15,74892
2720339,2720674,Y,100042840
37366175,37792570,15,52589
23895890,23915009,13,319848
174330518,174332873,1,66289
60066469,60070475,4,100041658
5489537,5514958,5,64945
29191746,29855674,13,68916
47667178,47675556,8,69260
2785165,2796205,Y,100042849
28566311,28583751,2,70239
44333092,44346743,19,329065
71322788,71337494,6,12526
123805985,123835287,8,19341
55237177,55248470,1,212679
33484790,33496004,13,93806
139205694,139710299,3,381476
40445952,40846874,12,238130
101645443,101718523,12,74413
109340653,109685698,3,57257
109893780,109960470,7,19347
96158407,96192257,16,385668
26081211,26090329,17,26378
42163951,42194590,19,319740
22990519,23003780,11,12464
101050194,101078567,15,668225
103914120,103966636,3,229675
73757090,73772514,X,140571
32986224,33131654,2,99326
79689020,79695261,10,16904
80016653,80031472,10,70719
41194313,41275144,4,68926
87513339,87538195,5,56362
32186186,32186949,16,328660
67854523,67922153,11,216835
32230112,32247158,16,268882
80066903,80144953,9,215351
122433601,122443422,8,192156
98422961,98446575,9,19659
152462815,152668360,3,229949
88339382,88718513,11,76626
60135932,60154289,4,17841
13469565,13472157,19,258123
38981026,38988315,9,258434
38066475,38071691,X,434769
121866970,121936220,2,319996
73639419,73643514,X,75590
17759618,17793382,16,224023
104013259,104220374,3,99470
62468013,62507004,3,72162
120114152,120165306,8,234797
13479252,13480196,19,258298
32247227,32257083,16,68980
17972124,17978556,7,66996
152395473,152462826,3,108946
67924806,67965651,11,71860
43846821,43940191,19,71972
38076594,38085141,X,194738
106662256,106678944,4,72354
23796986,23827968,10,76306
12279854,12285626,19,258680
174365122,174374472,1,258238
67513410,67645268,7,67867
88137855,88172027,8,234549
37187588,37191163,X,54405
78244801,78262580,15,17972
127904082,127910221,7,12041
97628804,97655282,3,14263
25228898,25234364,2,142681
131233419,131272101,3,15107
98486115,98509781,9,19660
73606642,73632526,5,231296
33033796,33092875,12,68764
34780432,34859459,6,76223
9436028,9466038,15,75568
55336432,55348555,6,11826
36860691,36867210,17,69097
33940660,33949695,17,57315
73632749,73647790,5,24051
76643395,76660117,15,54151
8722219,8886070,10,70097
4877153,4896973,7,664994
44334694,44336077,9,15270
108313451,108318827,7,258731
99381414,99461877,7,233552
74236084,74268209,1,76709
133679091,133690108,1,240754
5425157,5427313,19,107242
172581758,172590568,1,74748
61301631,61342860,11,380701
69664213,69666153,11,12514
55376295,55388530,6,14602
16842902,16870464,7,101540
90935356,91223968,13,66795
91761509,91827250,6,243547
95236920,95241598,3,229588
100494291,100516125,X,18518
114923240,114937915,5,231655
20215620,20242181,3,12873
56303321,56323486,17,18140
13500546,13506192,19,258691
12300430,12308582,7,171268
108322730,108323674,7,258490
27233023,27257950,7,76889
71557150,71579631,1,108147
95241271,95251193,3,171388
44379490,44392369,9,12282
113746164,113758646,2,23892
12319707,12329481,7,171243
18009889,18019221,7,69785
79704491,79711969,10,12215
90145255,90153091,2,258987
12360313,12369273,7,171267
48801750,48871119,13,18676
5537454,5559538,5,207704
43303674,43309554,6,18291
99317225,99370482,15,22379
4898450,4906516,7,102640043
5365794,5389049,14,100041678
68082590,68124846,14,18040
19657752,19660583,2,71198
84996321,85070515,12,56531
46604390,46650209,4,381605
14696230,14740733,9,330890
110532597,110618633,9,235626
102057015,102088515,11,50997
31089402,31131853,9,19143
103968110,104024598,3,18685
61953481,62026856,9,74090
76074270,76710019,3,213262
125300594,125507993,2,14118
68083863,68089095,14,18039
87405065,87555823,11,83560
13997949,14039638,13,70430
21316389,21323819,12,67732
41519414,41531048,10,53599
121916126,121944904,8,12352
61035024,61040631,13,104002
40491233,40492305,6,574417
97724006,97738289,7,66333
40493529,40494541,6,57253
27258433,27282144,7,18223
54247271,54249667,11,12981
23477676,23488857,13,238555
21323509,21373632,12,11491
123952459,123983122,8,56199
93654863,93749951,X,236899
53448583,53463332,3,212114
58285960,58374303,4,18198
110618585,110720398,8,234729
104244457,104262234,7,94094
40514824,40519508,6,67690
50650672,50654439,6,60531
53580522,53610382,9,110446
38104077,38110907,X,382282
9505788,9530176,15,16197
120567671,120601255,2,20619
107597674,107609229,9,20347
123411424,123422015,8,22152
38219203,38226735,15,18285
102326116,102331873,15,56612
84526305,84534062,10,216197
83290352,83298452,8,22227
21239281,21321136,11,245944
80198706,80218473,1,241128
26091734,26095508,17,56520
102976439,102985099,15,15427
133699457,133801041,1,381290
44096308,44105809,17,224794
102990607,102994111,15,15426
154613297,154646821,2,228807
66418114,66441118,13,76803
44336339,44344228,9,15288
21423118,21644680,16,209018
30951377,30988821,14,23955
44671856,44788063,15,319613
5460616,5465051,19,58249
102967443,103017429,15,15424
128611328,128696425,7,101490
123407107,123410744,8,17199
40542171,40555050,6,258380
60560736,60572810,18,66810
114948980,114971094,5,21405
102966796,102971893,15,209448
24685532,24710378,5,53312
12298183,12299130,19,258682
122568015,122573554,8,67177
47709344,47713932,8,70925
102998257,103011881,15,15425
4637747,4685699,11,75452
71373427,71379173,6,12525
37191245,37192467,X,69942
57155035,57158331,9,66199
108346035,108346979,7,258307
12319207,12325101,19,258117
71488103,71499583,8,70359
34908012,34923839,5,403174
119763304,119787537,2,68925
57624258,57754737,16,12837
122923072,122931028,9,22646
37209348,37211041,X,194854
55248658,55363469,1,75388
36869574,36877833,17,19824
10192712,10243051,16,75329
102331709,102338139,15,60315
43233170,43289724,5,231207
13954469,13999103,13,97884
121723537,121735048,3,14066
34761740,34912534,5,15194
13527913,13531275,19,404339
172596642,172602551,1,677296
110544355,110621380,5,231605
114942158,114949783,5,72357
92965151,93046167,2,100042784
123224842,123232250,8,234854
38121219,38129967,X,73614
108365335,108368436,7,258732
12755314,12941841,18,64291
87554645,87569027,5,53315
113776362,113829121,2,20394
90104132,90212048,3,77595
191977370,191988283,1,74023
18176494,18181862,7,232925
135369576,135398227,4,230822
46662305,46991873,4,242425
160502166,160598878,X,110094
18065929,18077986,7,67315
84576626,84614359,10,216198
71497765,71511752,8,84094
3623371,3625545,8,18545
75060592,75184921,10,110279
101731535,101734269,X,12766
54265303,54267277,11,16187
130576173,130577054,2,18429
121865038,121918514,7,20277
83213745,83487716,12,70127
25942233,25944961,17,621239
15709738,15743361,9,234967
161969186,161973435,1,67292
5438065,5455467,14,101055754
5438065,5455467,14,102637020
54764748,54773110,9,12903
71388634,71440637,6,68477
25875464,25886007,17,68347
26113316,26123254,17,60455
73086293,73097095,X,22445
100524838,100546144,X,668257
27622428,28478537,14,238988
27714352,27728951,17,30051
52198151,52257780,14,67772
161942086,161979636,1,75368
120757438,120831572,4,18046
90220178,90224493,2,257665
116854820,117025537,13,52552
121879363,121981711,7,233824
74906359,74925948,11,27364
36881598,36890123,17,195359
161982453,162478034,1,103967
72424176,72443870,8,73316
132816141,132844197,2,66634
121084386,121088144,8,15227
58392898,58407353,1,66882
102099930,102101319,11,19064
27751232,27820558,17,224647
119195306,119201298,4,69216
122282141,122337251,8,22761
89632392,89854359,7,109264
3621548,3625848,8,100503890
27416162,27711307,3,72007
48830398,48848033,7,13009
38189793,38197046,X,56805
12415153,12422751,7,619331
58446920,58494356,10,19386
4938754,4948064,11,380684
38196573,38252439,X,245386
120166397,120177466,8,436062
131288441,131303227,3,71519
131688695,131715439,1,226421
25926421,25944510,17,14755
130580620,130582554,2,11998
76671615,76694919,15,73062
18846277,18891361,8,52123
43342383,43347811,14,71826
100572251,100578205,X,245533
53463666,53481755,3,212127
3382988,3436377,18,71745
87575969,87591594,5,20860
50255634,50292311,11,103806
96200470,96228933,16,50795
84699876,84800344,8,18032
92906981,92908435,1,67446
73655994,73660117,X,93843
121127940,121130644,8,14241
78868124,78921293,2,22193
54863789,54912530,9,64602
113046225,113068273,6,14911
123373753,123403835,8,66855
82802449,82871210,11,67338
52780040,52806254,Y,100861839
50236461,50238616,11,17001
47809368,47892974,X,93761
24440081,24443105,17,66705
104822779,104864505,3,12340
64924679,64933563,5,21897
44302687,44306902,7,20256
131207078,131213514,2,69596
84417196,84418578,12,66381
84409071,84442887,12,72873
55464267,55473154,13,432763
33924593,33948831,4,12801
78269178,78352489,10,28169
5970234,5986143,19,381203
30711564,30799375,5,65254
84232043,84315688,15,170736
25694154,25700468,14,105675
17839482,17894145,16,13356
90250130,90257592,2,406186
38291463,38300706,15,21847
21676537,21714576,14,435391
2830680,2841854,Y,19657
90054152,90076089,9,13036
138890836,138909519,7,12176
34181988,34187764,17,16912
92607954,92675271,5,320696
43345001,43666278,6,29807
152766542,152775597,1,67771
105855132,105856950,8,59016
102106676,102107832,11,217212
84430717,84451004,12,104776
104864005,104930064,3,229681
117095854,117133720,8,63857
100590154,100594869,X,57385
85717083,85778643,1,319997
31572651,31617526,2,320267
15287254,15723750,1,98741
130634773,130661632,1,12269
69686815,69713516,2,320720
79716634,79736108,10,15166
80402997,80406830,10,66594
90212522,90213651,3,57294
12478293,12496235,7,67370
23531050,23531519,13,69386
8185329,8193512,X,13595
2830699,2873492,Y,100042874
34187553,34197225,17,21354
62292589,62372992,14,67153
37611677,37720085,1,72097
45163949,45176142,7,72961
30899176,30914873,7,17136
157145893,157204534,2,19650
61159204,61164256,13,56835
95384692,95391776,11,110172
79053094,79062893,15,223690
99193934,99259787,4,242557
6363280,6382605,7,330463
74925823,75164448,11,103677
97788541,97912381,7,18479
26229707,26272172,10,268288
91741512,91786148,13,74156
95456898,95511996,9,67958
62276231,62293047,14,239133
123006206,123035015,3,59006
13583511,13588832,19,258288
104263386,104288094,7,667823
90260546,90271032,2,258789
64952031,64960097,5,21899
174391046,174392055,1,258709
94174412,94178193,3,100043188
82781108,82804274,11,16882
48879219,48968017,13,218236
105128903,105131824,9,75686
166440574,166453140,X,66226
166440574,166453140,X,100044633
26123520,26126613,17,68611
75093621,75100589,8,15368
6046576,6053712,19,74126
83312632,83332486,8,244548
86582904,86609375,1,26895
116878691,116892494,2,67356
183388981,183410198,1,21339
4710059,4719356,16,67824
36898118,36910214,17,224762
17835276,17838364,16,80733
32455370,32516687,11,327900
91460283,91703429,13,66970
83115496,83118898,6,57377
18717286,18866811,13,218035
19909780,20810713,2,208618
32522751,32532081,11,69306
6548149,6580515,13,69617
33684466,33771576,16,77446
78073376,78080383,11,57837
166390033,166440704,X,237222
71981240,72257474,2,56508
144033059,144073979,2,403171
31149557,31211815,9,11804
64970071,65041886,5,68303
25711642,25769039,14,71918
94788910,94842922,13,21371
136842571,136960448,1,26424
40993740,41013788,14,70564
110648418,110653417,5,100608
43555329,43682715,2,70789
93764607,93832201,X,236900
78428564,78438909,15,72844
98628157,98669815,12,104871
100605497,100618493,X,170735
93386097,93398334,15,67197
73090392,73097554,15,93696
32271468,32274779,16,69576
6206197,6276648,1,12421
85334962,85374634,6,52055
101790053,101794423,X,102634296
83119044,83121559,6,22377
103113411,103346814,14,105689
74898071,74909342,11,104662
34024874,34050191,4,67652
32277459,32301434,16,70238
73095844,73184840,15,239528
24683016,24861855,19,226041
69666936,69672423,11,13681
71520120,71525711,8,619297
183418215,183436808,1,78772
53415953,53418291,Y,434960
53415953,53418291,Y,100862371
53415953,53418291,Y,108168626
53415953,53418291,Y,108168627
53415953,53418291,Y,108168628
53415953,53418291,Y,108168629
123076519,123236149,3,118449
25877630,25880305,17,215001
60218621,60222599,4,100041687
86127995,86135928,2,257950
25882114,25919727,17,224624
33794037,33819934,16,17063
135412308,135433853,4,53902
130613840,130630027,2,380601
86145791,86146732,2,404323
50662752,50739517,9,330938
174424064,174434747,1,258756
130590002,130630038,2,140629
27839974,27851968,17,20630
51968695,51972772,X,74279
81036416,81214040,3,54635
44777152,45119290,17,109115
43770050,43771009,4,29849
84622292,84727178,10,70428
70372477,70429383,14,57746
86156743,86161838,2,257941
61195132,61203410,13,58518
75440944,75454717,11,192652
19359749,19378533,7,333654
145003817,145032776,3,23844
98839019,98926384,13,238799
74520291,74579435,2,69605
8165996,8173025,14,68263
54917283,54949924,9,235386
36109719,36129425,17,630294
44548572,44555440,19,67264
127925716,127930104,7,76560
54303798,54364756,11,216739
90989311,91082770,10,11783
98563721,98588382,9,50797
107879755,107887424,4,17149
55534094,55557748,15,68537
36115876,36121465,17,15024
141475385,141689234,X,12830
143750790,143777068,1,20822
94343295,94392997,11,76408
127912516,127925837,7,67773
62559847,62704001,4,50780
44495987,44814797,17,12393
172630764,172632962,1,68440
54954843,55060871,8,234267
108393167,108397513,7,258361
62977836,62999450,18,108123
45059357,47304213,6,66797
4986824,5042791,11,11764
32533305,32624587,11,20868
20312469,20344613,10,72567
154651705,154694785,2,75608
102780797,102878471,12,238386
74278550,74279624,1,227289
174442082,174451277,1,546747
80264923,80340480,1,26554
2900989,2912206,Y,100042881
72841114,72899979,6,74287
123659971,123975618,14,223272
44516957,44545864,19,240667
27030175,27095315,9,78658
86161890,86167522,2,258570
55557408,55626423,15,105837
43956307,43986556,19,93721
43820132,43823895,4,29846
5168090,5193946,6,18979
109972187,109986929,7,233724
71493894,71510881,6,22644
132899213,132922558,4,230789
61343401,61378345,11,67473
123897123,123949265,8,234865
86168589,86177820,2,259013
32287384,32307921,2,99412
43830542,43840201,4,100040268
155236533,155250277,2,67068
27856490,27900040,17,224648
109452823,109463336,12,13386
6579768,6648777,13,56421
58113130,58200698,1,71724
145070263,145099443,3,229933
32400506,32408227,16,277203
131234063,131248025,2,228607
33661405,33671581,13,238568
85832306,85858822,15,239570
172698055,172833031,1,12944
87568903,87590539,11,18952
143501545,143503150,7,22113
7067519,7078609,X,11643
108420421,108424911,7,258733
61246745,61255358,13,56094
53488653,53508502,3,229277
123840831,123860209,8,73420
23851462,23869843,10,26464
70974621,70996347,12,19167
58408443,58469727,16,73379
180227004,180263438,1,19165
25236975,25434496,19,107351
122611640,122616660,8,59005
110879803,111289780,5,209683
97658193,97673812,3,108097
43851565,43857595,4,29845
121881150,121907694,8,20539
60418046,60421952,4,100038948
86179412,86185683,2,18352
120609383,120621560,2,66296
35558266,35730994,2,69601
17876471,17883940,17,14293
86195910,86203009,2,259019
141210004,141212355,3,18598
43875530,43944806,4,53614
75109569,75128439,8,17218
119992438,120052793,8,78892
86666291,86670571,1,18159
27085583,27123436,8,78560
17887824,17893952,17,14289
32419702,32429099,16,66061
55473429,55488111,13,56320
17887852,17971677,17,14294
58468125,58524243,16,54613
4017717,4614043,2,209630
101794656,101798642,X,382231
91878053,91899843,6,232236
23007531,23030788,11,73873
15824528,15874556,9,244701
141465216,141834924,3,22253
117158135,117215997,8,209239
120604238,120609520,2,66606
72957347,72958748,6,19240
28609450,28621982,2,14582
99466004,99474022,7,72184
11265886,11319785,12,67241
143513579,143549106,7,17955
12387279,12401584,19,258679
7919822,7924410,X,30052
94310089,94332540,3,75778
120854816,120896579,4,242662
37213804,37222258,X,385343
7924276,7928607,X,353283
5220852,5256286,6,269823
21614092,21614985,7,100043604
94875602,94885130,13,18420
4915217,4922002,7,232816
37214434,37263384,1,12790
52053021,52165252,X,14735
131744022,131771504,1,320718
20248264,20275733,3,76703
82538383,82548084,3,18167
86703808,87050095,1,208718
87166237,87200454,12,382620
132846666,132866785,2,66586
110653451,110660496,5,69663
41538846,41716634,10,75973
70244533,70347614,12,94090
35375739,35388139,8,244416
102145513,102149477,11,217214
87199723,87213541,12,238333
123268300,123318576,8,14087
36942918,36947986,17,386454
27123364,27128680,8,66653
42114817,42115917,4,100041504
42114817,42115917,4,100041593
42114817,42115917,4,100504346
28822299,28840360,2,269252
71534255,71537456,8,69550
23894688,23905343,10,22361
86214987,86219314,2,258575
4922028,4925006,7,269854
52699383,53155599,12,238161
79736123,79746581,10,216151
83348471,83382320,8,67555
56668248,56697430,14,75339
58435255,58553898,4,14745
85423886,85428877,6,384452
14748320,14752393,9,14345
108465326,108467585,7,258304
55490651,55508272,14,268747
25423267,25426374,2,14347
90213695,90226385,3,68328
20314473,20367177,3,11608
172893961,172895041,1,20219
160906418,160974978,1,381305
22411361,22429665,8,57312
21750531,21798726,14,67630
26274468,26375971,10,237339
65054346,65092132,5,243025
143052739,143067934,7,12520
135494790,135537803,4,78806
34639014,34656732,7,233107
34029448,34134034,6,74354
4940512,4964406,7,381836
37557412,37562283,X,194856
52363791,52371418,5,20657
139086001,139102704,7,26757
18245347,18266092,7,266815
37514359,37519176,X,664610
28553755,28582523,12,94041
4925785,4944826,7,269855
35267865,35277731,9,71989
43482081,43483734,4,54390
34550937,34566908,4,433693
37265338,37270132,X,664609
21760531,21761475,7,100043019
135445420,135495038,4,74552
25842156,25886804,14,11744
60576316,60591788,18,170947
40569487,40574343,6,258381
21733394,21751181,14,27389
37432494,37437279,X,57737
53631324,53634702,11,16163
184013302,184075636,1,63953
68943155,68957480,11,442801
34570796,34614944,4,50793
52374651,52471521,5,100503884
52272426,52613950,X,14734
104299894,104315466,7,76681
37493428,37497623,X,434760
86226567,86231401,2,259014
184033030,184034301,1,73363
14756587,14771030,9,69325
86233951,86240289,2,259016
26138688,26195811,17,12005
53513938,53657355,3,242022
84756062,84906538,10,71137
37412067,37416806,X,100039913
85891966,85917142,10,72843
55700009,55713926,14,21816
9550092,11162035,14,14198
86254357,86258328,2,259018
73651379,73679512,5,73472
3979105,4003770,16,52864
37249919,37258983,X,382209
83121765,83125431,6,70020
118478212,118486132,9,13813
21723483,21749919,9,16835
18021733,18022704,17,14291
93187548,93201759,2,277414
172950409,172958357,1,18313
21795811,21796728,7,100043025
15805646,15844052,1,21749
171018920,171029761,1,246256
65107539,65168188,5,71778
68497336,68533741,14,11500
143777272,143807466,1,56207
37530452,37541813,X,100040016
101849385,102092055,X,100042480
57841895,57848079,3,18645
85086385,85110759,12,73422
113831492,113848661,2,228482
123653929,123663884,8,69581
153740349,153745468,1,19734
92683435,92965318,5,27428
91070057,91123844,8,19651
37390848,37395621,X,100861640
70438757,70443447,14,67065
44394796,44482428,16,212517
123062942,123097760,8,234847
37453680,37469861,X,100039948
8674134,8752581,12,80913
102066544,102071304,X,331474
59852364,59882591,2,72137
21832351,21833274,7,667404
18049484,18074220,17,637021
37528078,37538319,9,69524
131318985,131491411,3,74442
94342099,94347352,3,66198
37542019,37551082,X,100135657
28840406,28905571,2,227674
85431989,85446435,6,232187
32278816,32288075,2,72931
31068172,31076704,7,17178
49632006,49656887,4,109331
159495433,159529955,3,76131
155276297,155278073,2,66734
40574894,40585821,6,23845
27901122,27909242,17,68776
15910189,16501285,9,270120
121758774,121815302,3,19299
119205055,119218217,4,75180
71542922,71548085,8,73711
37480337,37485124,X,434759
115884400,115889526,4,654462
37244976,37249686,X,75199
87221040,87238732,12,71275
25505618,25604329,19,50796
99477896,99483738,7,27050
115011137,115098790,5,74585
119203570,119232712,4,230696
155278243,155357430,2,228812
115890665,115899227,4,76237
67266689,67285305,10,641340
35465253,35496196,8,67276
74640840,74709494,14,15558
100537071,100540369,7,68185
37380028,37384493,X,100861623
125878420,126082411,7,269994
108953586,108984875,9,12836
108520825,108525065,7,258734
37458585,37473964,X,100135654
82837228,82876483,3,633285
100937630,100974649,7,233571
22462614,22476882,8,102032
128696441,128740495,7,210711
69702832,69739889,13,76980
83389867,83428552,8,12745
21843344,21844267,7,435940
45106284,45114920,15,67498
91673175,91816120,15,66725
6383295,6396915,7,22690
38189735,38220457,5,75079
13617375,13623072,19,258629
83520466,83541920,12,73828
115915119,115939926,4,140477
70017085,70045532,11,13385
29608214,29648415,19,226090
34092340,34095234,17,15001
22476788,22569612,8,20516
95414080,95493406,11,20747
25234476,25236787,2,329360
31059342,31070935,7,243914
102152546,102156404,11,76547
69913888,69916591,11,56310
87666208,87682578,5,12990
43492900,43495921,4,622404
18345422,18355009,7,26438
58410189,58424066,1,12747
107889813,107899384,4,74098
19382010,19395694,7,13871
31526995,31556932,5,20534
8214140,8223563,14,71393
72460489,72475226,8,27967
91111784,91199976,8,14339
67840396,67995638,9,320528
21028939,21062316,X,319535
94362438,94364566,3,271944
81932601,81956725,3,229445
113077365,113153435,6,72895
119428601,119458218,13,218693
60593973,60660142,18,104027
76998603,77032340,11,15567
174501825,174822729,1,54418
75220095,75232102,1,381272
56562443,56587712,18,56698
35821684,35822923,17,15937
69802395,69816104,13,28077
88830792,88864586,11,11640
79698098,79715720,7,16576
91457511,91513779,2,228357
8193848,8206525,X,53627
54950790,54958030,9,26441
57236556,57249864,9,541610
71554238,71558871,8,434325
17476098,17480936,5,70935
44005022,44029208,19,226143
117257064,117459430,8,74440
8809075,8819333,19,70387
56509687,56572951,18,110695
94074631,94123702,X,22764
108544527,108545498,7,259143
98588730,98601660,9,64655
75212073,75312743,10,74392
18836578,18840160,16,72307
62732444,62786818,16,106338
122883822,123042277,8,77087
31106285,31112526,5,231098
21068406,21077963,X,278203
94372794,94398276,3,19885
18872018,18876767,16,18100
55870912,55906948,8,244486
22577075,22593813,8,22335
53904785,54076609,10,17155
154871410,154892935,2,67204
29250803,29264158,17,68816
37754776,37866429,1,211484
101128522,101145336,15,11482
44034944,44069785,19,226144
139889511,139998595,X,237073
80388585,80405436,7,18550
72443880,72461001,8,72254
31086106,31108237,5,22784
25935791,25942381,5,100862349
122422020,122423639,8,234836
144270663,144281227,2,74528
18877037,18970309,16,15260
25948253,25954417,5,100862359
3294976,3306449,Y,100862365
122466147,122476064,8,68718
21908665,21921291,7,545929
73512560,73572242,15,105841
64104286,64113755,14,73382
79660196,79698148,7,77011
71560555,71566601,8,234404
28594173,28623377,12,71693
115470872,116038796,7,20679
29694222,29718559,6,232670
110939603,110946158,9,21667
4727175,4814967,15,12274
74279840,74284738,1,227290
53248677,54072175,12,27386
25965961,25972663,5,100862368
123204264,123212763,8,234852
31514564,31527807,5,72195
54950230,54950998,9,246735
76710623,76717699,15,223664
153749426,153764221,1,24014
154791402,155051012,2,50518
36948356,36951741,17,76497
94398517,94404501,3,320747
110914739,110916861,9,235634
55940460,56130070,8,110304
